country,year,Access to electricity (% of population),Access to clean fuels for cooking,Renewable-electricity-generating-capacity-per-capita,Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Value_co2_emissions_kt_by_country,Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Density_(P/Km2),Land Area(Km2),Latitude,Longitude,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy;;;;;;;;;;;;,cluster
Finland,2003.0,100.0,100.0,,28.35,42.29,22.73,19.06,49.702663,75758.37,7.02,71709.99908,14.593681,2.003784203,32855.13263,18.0,338145.0,61.92411,25.748151,FIN,5212991.0,180408467456.0,500.0,0.037,8.568,0.045,1799.351,9.38,11.13,0.011,371.262,24.809,19.001,18337.359,95.592,3692.698,19.25,,0.0,0.0,0.0,22.841,24.205,89.13,17097.67,84.28,26.719,7.094,26.16,75758.367,2.189,11.228,27.618,8150.792,42.49,52482.801,273.592,50.415,69.277,10.692,4.54,47.0,2656.824,13.85,9015.938,,0.0,0.0,0.0,16.433,11.901,31.29,-10.997,-3.638,27.815,1839.635,9.59,5335.726,11.379,7.043,-0.693,-1.458,121.335,8016.511,41.79,23275.566,49.585,30.723,4.85,5.441,1.956,0.813,63.259,4360.261,22.73,12134.909,26.97,16.018,3.212,4.076,131.0,1801.269,9.39,25129.504,,0.0,0.0,0.0,11.141,33.171,29.941,9.38,0.0,4.344,1.246,1799.351,0.0,5743.458,11.13,0.0,7.581,16167.302,394.928,-3.67,-2.271,58.076,3656.25,19.06,11140.657,22.615,14.706,12.44,0.001,0.006,0.0,0.0,1.167,0.0,0.002,45.312,0.083,0.27,17.265,0.09,51.738,0.107,0.068;;;;;;;;;;;;,developed
Finland,2004.0,100.0,100.0,,31.1,37.25,22.72,25.63,56.483646,75218.67,6.83,67680.00031,19.509205,3.99209129,37702.84538,18.0,338145.0,61.92411,25.748151,FIN,5228143.0,187633926144.0,16.667,0.007,9.967,0.052,1996.885,10.44,12.162,0.013,325.256,-10.161,-9.713,16426.377,85.879,3155.996,16.5,,0.0,0.0,0.0,19.222,21.838,90.71,17350.328,85.84,28.454,-0.424,-1.674,75218.672,2.096,-7.423,-20.309,7170.806,37.49,48446.055,253.283,43.674,64.407,-3.66,-1.72,45.28,2438.724,12.75,8660.818,,0.0,0.0,0.0,14.853,11.514,27.92,57.122,15.61,43.425,2882.477,15.07,8306.082,17.556,11.043,15.676,18.636,139.971,9248.025,48.35,26772.613,56.326,35.593,4.87,5.369,-0.066,-0.444,62.815,4345.711,22.72,12014.738,26.468,15.973,-6.776,-8.876,122.123,1576.085,8.24,23358.857,,0.0,0.0,0.0,9.599,31.055,33.325,10.44,0.0,11.304,3.385,1996.885,0.0,6374.194,12.162,0.0,8.474,16418.83,393.254,34.4,19.08,77.156,4902.314,25.63,14757.876,29.858,19.62,12.589,0.001,0.007,0.0,0.0,1.301,0.0,0.002,29.402,0.077,0.347,22.953,0.12,66.331,0.14,0.088;;;;;;;;;;;;,developed
Finland,2005.0,100.0,100.0,,31.52,23.6,23.27,23.46,66.44391,68155.33,6.13,55459.99908,19.46372,2.779850556,39040.28888,18.0,338145.0,61.92411,25.748151,FIN,5246070.0,192990740480.0,-100.0,-0.052,0.0,0.0,1812.786,9.51,13.478,0.0,230.726,-35.76,-30.711,10516.231,55.169,1239.023,6.5,,0.0,0.0,0.0,9.212,15.43,87.57,16692.494,70.56,26.133,-9.08,-35.706,68155.336,1.853,-11.847,-30.006,4542.448,23.83,42560.824,223.277,33.773,62.447,-8.503,-3.85,41.43,2140.65,11.23,7897.34,,0.0,0.0,0.0,15.916,11.587,16.28,-8.531,-3.956,39.469,2626.728,13.78,7523.592,19.529,11.039,-3.43,-5.7,134.271,8907.62,46.73,25594.506,66.227,37.553,17.01,19.424,2.443,1.127,63.942,4435.702,23.27,12188.589,32.979,17.884,3.73,4.555,126.678,1162.775,6.1,24147.254,,0.0,0.0,0.0,8.645,35.43,30.365,9.51,0.0,-8.883,-2.96,1812.786,0.0,5788.13,13.478,0.0,8.493,13450.068,357.548,-8.625,-6.828,70.328,4471.919,23.46,13405.917,33.248,19.67,11.436,0.001,0.008,0.0,0.0,1.436,0.0,0.002,41.214,0.14,0.487,32.405,0.17,92.758,0.241,0.136;;;;;;;;;;;;,developed
Finland,2006.0,100.0,100.0,,31.25,36.68,22.91,22.46,55.29555,72824.555,6.41,67019.99664,17.534887,4.027409658,41188.0937,18.0,338145.0,61.92411,25.748151,FIN,5266249.0,200966848512.0,,0.007,1.414,0.007,2052.695,10.81,13.136,0.002,335.642,56.164,30.985,16359.63,86.154,3100.879,16.33,,0.0,0.0,0.0,19.844,22.464,93.69,17790.652,82.29,27.553,7.262,25.965,72824.555,1.908,13.439,30.007,7010.682,36.92,48095.781,253.284,44.866,66.043,6.879,2.85,44.28,2339.426,12.32,8408.262,,0.0,0.0,0.0,14.971,11.546,27.62,-16.616,-6.765,32.704,2181.819,11.49,6210.151,13.963,8.528,-2.909,-4.043,130.228,8615.24,45.37,24728.773,55.134,33.957,11.4,12.168,-1.568,-1.399,62.543,4350.345,22.91,11876.277,27.841,16.308,-3.022,-3.828,122.85,1570.378,8.27,23327.891,,0.0,0.0,0.0,10.05,32.033,34.52,10.81,0.0,13.685,4.155,2052.695,0.0,6555.008,13.136,0.0,9.001,15625.923,383.512,-4.238,-2.644,67.684,4264.895,22.46,12852.494,27.294,17.649,28.43,0.002,0.01,0.0,0.0,1.826,0.0,0.003,-8.415,-0.044,0.443,30.382,0.16,84.094,0.194,0.115;;;;;;;;;;;;,developed
Finland,2007.0,100.0,100.0,,31.8,33.18,23.42,24.32,58.99654,72265.94,6.0,65099.99847,18.869097,5.299336507,48414.84509,18.0,338145.0,61.92411,25.748151,FIN,5288694.0,211541393408.0,100.0,0.007,2.815,0.015,1881.372,9.95,12.258,0.004,308.981,-5.572,-4.801,15382.446,81.353,2626.357,13.89,,0.0,0.0,0.0,17.112,21.286,93.73,17722.713,81.17,27.612,-0.344,-1.32,72265.938,1.807,-2.792,-7.071,6321.031,33.43,46554.574,246.213,41.185,64.421,-7.498,-3.32,40.96,1996.712,10.56,7744.823,,0.0,0.0,0.0,13.01,10.717,25.08,23.348,7.384,40.088,2681.191,14.18,7579.899,17.47,10.489,5.249,5.752,135.98,9026.804,47.74,25711.361,58.815,35.579,12.56,13.4,2.257,1.012,63.555,4428.314,23.42,12017.211,28.853,16.629,0.854,1.049,123.9,1697.962,8.98,23427.303,,0.0,0.0,0.0,11.063,32.418,31.778,9.95,0.0,-7.944,-2.742,1881.372,0.0,6008.667,12.258,0.0,8.315,15347.834,382.192,8.299,4.74,72.424,4598.489,24.32,13694.152,29.962,18.95,12.785,0.001,0.011,0.0,0.0,2.038,0.0,0.003,21.053,0.09,0.533,35.926,0.19,100.733,0.234,0.139;;;;;;;;;;;;,developed
Finland,2008.0,100.0,100.0,,34.61,26.25,22.96,27.77,65.90023,69352.664,5.71,56659.99985,22.427767,0.783995061,53554.03892,18.0,338145.0,61.92411,25.748151,FIN,5313358.0,213226094592.0,5659.328,0.843,161.386,0.857,1957.331,10.4,13.445,0.233,246.154,-23.735,-19.309,11676.911,62.044,1599.742,8.5,,0.0,0.0,0.0,10.989,16.837,90.12,16961.025,77.35,28.099,-3.584,-13.697,69352.664,1.728,-9.148,-22.525,5010.015,26.62,42099.242,223.688,34.415,60.703,2.247,0.921,41.881,2075.9,11.03,7882.125,,0.0,0.0,0.0,14.26,11.365,19.04,20.702,7.998,48.086,3220.186,17.11,9050.036,22.12,13.049,8.028,8.828,144.807,9547.635,50.73,27253.422,65.585,39.297,12.77,14.17,-1.985,-1.649,61.907,4321.184,22.96,11651.147,29.683,16.8,-3.338,-4.136,119.764,1334.373,7.09,22540.205,,0.0,0.0,0.0,9.166,32.501,33.214,10.4,0.0,4.518,1.436,1957.331,0.0,6250.987,13.445,0.0,9.013,14557.647,368.496,17.665,10.476,82.9,5226.45,27.77,15602.273,35.902,22.497,3.49,0.0,0.011,0.0,0.0,2.086,0.0,0.003,38.274,0.199,0.732,48.933,0.26,137.78,0.336,0.199;;;;;;;;;;;;,developed
Finland,2009.0,100.0,100.0,,32.46,26.55,23.53,21.7,63.011982,63925.77,5.86,54180.00031,19.18046,-8.074447432,47293.99283,18.0,338145.0,61.92411,25.748151,FIN,5338813.0,195739123712.0,68.695,0.589,270.951,1.447,1635.195,8.73,12.115,0.424,276.02,0.719,0.446,11704.797,62.49,2084.733,11.13,,0.0,0.0,0.0,15.445,18.31,84.15,15761.931,72.06,27.782,-7.383,-27.208,63925.77,1.744,-4.912,-10.988,5025.462,26.83,39840.453,212.701,37.233,62.323,-10.746,-4.501,37.38,1839.36,9.82,7001.557,,0.0,0.0,0.0,13.628,10.953,19.89,-25.865,-12.658,35.428,2376.933,12.69,6636.012,17.61,10.381,-9.542,-16.22,128.587,8471.92,45.23,24085.309,62.767,37.677,12.09,14.367,2.474,1.14,63.047,4407.347,23.53,11809.131,32.653,18.473,-5.789,-6.933,112.831,1101.368,5.88,21134.1,,0.0,0.0,0.0,8.16,33.06,27.881,8.73,0.0,-16.057,-5.333,1635.195,0.0,5222.257,12.115,0.0,8.169,13497.381,341.288,-19.174,-17.36,65.54,4064.574,21.7,12276.179,30.114,19.204,9.457,0.001,0.012,0.0,0.0,2.258,0.0,0.004,6.181,0.04,0.773,52.446,0.28,144.701,0.389,0.226;;;;;;;;;;;;,developed
Finland,2010.0,100.0,100.0,,33.43,33.36,22.8,24.18,58.47648,69228.28,6.22,62529.99878,19.647142,3.185958654,46459.97325,18.0,338145.0,61.92411,25.748151,FIN,5363279.0,201746022400.0,-0.246,-0.004,269.052,1.443,2045.391,10.97,13.604,0.389,314.732,26.301,16.435,14715.812,78.925,2711.028,14.54,,0.0,0.0,0.0,18.031,21.257,91.14,16993.336,80.64,28.214,8.791,30.003,69228.281,1.84,11.609,24.693,6276.011,33.66,44262.723,237.393,41.741,63.937,10.487,3.92,41.3,2099.462,11.26,7700.513,,0.0,0.0,0.0,13.963,11.123,25.38,1.86,0.438,35.866,2408.974,12.92,6687.329,16.022,9.66,3.781,5.31,133.897,8759.566,46.98,24965.566,58.259,36.063,10.5,11.521,-3.086,-2.32,60.726,4251.13,22.8,11322.606,28.274,16.355,3.844,4.337,117.168,1465.521,7.86,21846.396,,0.0,0.0,0.0,9.747,31.557,35.032,10.97,0.0,25.65,7.151,2045.391,0.0,6531.812,13.604,0.0,9.435,15035.578,371.291,10.76,7.631,73.171,4508.436,24.18,13642.959,29.985,19.707,9.775,0.001,0.013,0.0,0.0,2.453,0.0,0.004,6.396,0.044,0.817,54.071,0.29,152.314,0.36,0.22;;;;;;;;;;;;,developed
Finland,2011.0,100.0,100.0,,35.14,25.84,23.19,24.18,64.70428,64942.777,5.83,55119.99893,20.955502,2.547664838,51081.99767,18.0,338145.0,61.92411,25.748151,FIN,5388173.0,207084306432.0,48.756,0.704,398.383,2.147,2086.05,11.24,15.293,0.613,268.163,-18.761,-14.808,11899.674,64.118,1815.086,9.78,,0.0,0.0,0.0,13.306,18.323,87.35,16211.433,73.5,27.805,-5.755,-21.368,64942.777,1.69,-9.506,-22.567,4849.51,26.13,39869.891,214.826,35.551,61.392,-12.542,-5.18,36.12,1753.841,9.45,6703.571,,0.0,0.0,0.0,12.857,10.322,19.71,-3.691,-1.534,34.332,2310.616,12.45,6371.652,16.939,9.811,2.213,1.2,135.097,8791.477,47.37,25072.881,64.449,38.608,13.85,15.856,1.697,0.654,61.38,4303.871,23.19,11391.706,31.551,17.541,-2.202,-2.58,114.588,1280.583,6.9,21266.648,,0.0,0.0,0.0,9.388,32.747,35.896,11.24,0.0,2.466,0.864,2086.05,0.0,6661.962,15.293,0.0,10.258,13640.987,349.923,2.671,0.546,73.717,4487.606,24.18,13681.175,32.898,21.067,11.838,0.001,0.015,1.856,0.01,2.714,0.014,0.004,63.563,0.511,1.328,89.084,0.48,246.465,0.653,0.38;;;;;;;;;;;;,developed
Finland,2012.0,100.0,100.0,,38.72,18.54,22.99,28.56,73.5483,62886.45,5.71,49409.99985,24.975452,-1.397545728,47710.79022,18.0,338145.0,61.92411,25.748151,FIN,5413865.0,204190203904.0,-1.139,-0.024,391.977,2.122,2068.762,11.2,15.907,0.623,215.168,-18.116,-11.616,9697.632,52.502,1311.448,7.1,,0.0,0.0,0.0,10.084,15.421,87.85,16226.854,70.41,28.371,-2.705,-9.464,62886.449,1.667,-9.46,-20.322,3483.648,18.86,35927.0,194.504,26.786,57.13,-11.559,-4.175,31.945,1243.104,6.73,5900.59,,0.0,0.0,0.0,9.558,9.383,15.15,35.469,11.895,46.227,3114.226,16.86,8538.565,23.945,13.578,8.399,10.858,145.955,9521.848,51.55,26959.447,73.214,42.87,17.44,19.852,-0.863,-0.898,60.482,4246.504,22.99,11171.731,32.652,17.765,-3.954,-4.531,110.057,929.096,5.03,20328.781,,0.0,0.0,0.0,7.144,32.326,35.753,11.2,0.0,-0.399,-0.143,2068.762,0.0,6603.903,15.907,0.0,10.501,13005.496,340.459,16.556,11.756,85.473,5275.344,28.56,15787.715,40.562,25.105,8.472,0.001,0.016,1.847,0.01,2.912,0.014,0.005,2.686,0.027,1.355,90.508,0.49,250.357,0.696,0.398;;;;;;;;;;;;,developed
Finland,2013.0,100.0,100.0,,38.52,21.74,23.61,25.63,69.37165,62843.996,5.67,50189.99863,22.647865,-0.901696316,49878.04324,18.0,338145.0,61.92411,25.748151,FIN,5438873.0,202349019136.0,11.019,0.234,433.168,2.356,2208.178,12.01,16.854,0.689,257.508,10.552,5.54,10671.583,58.041,1965.481,10.69,,0.0,0.0,0.0,15.001,16.981,86.97,15990.445,71.26,28.072,0.394,1.342,62843.996,1.689,3.982,7.746,4048.633,22.02,37185.961,202.25,30.901,59.172,-7.007,-2.238,29.707,1248.42,6.79,5461.916,,0.0,0.0,0.0,9.528,8.691,18.35,-23.848,-11.236,34.991,2360.783,12.84,6433.419,18.019,10.237,-3.869,-6.404,139.551,9053.347,49.24,25658.035,69.099,40.828,15.71,18.064,2.693,1.255,61.737,4340.973,23.61,11351.021,33.132,18.062,4.038,4.444,114.502,834.732,4.54,21052.459,,0.0,0.0,0.0,6.371,33.5,38.341,12.01,0.0,7.241,2.589,2208.178,0.0,7049.497,16.854,0.0,11.217,13101.979,341.801,-8.786,-7.659,77.814,4712.373,25.63,14307.013,35.967,22.766,12.228,0.002,0.018,1.839,0.01,3.233,0.014,0.005,56.515,0.753,2.109,141.573,0.77,387.697,1.081,0.617;;;;;;;;;;;;,developed
Finland,2014.0,100.0,100.0,,41.25,17.95,23.58,26.28,73.528984,60391.24,5.81,46159.99985,24.728233,-0.364908157,50260.29986,18.0,338145.0,61.92411,25.748151,FIN,5461436.0,201610625024.0,114.132,2.689,923.719,5.045,2153.28,11.76,17.269,1.53,226.285,-10.366,-6.017,9525.831,52.025,1450.168,7.92,,0.0,0.0,0.0,11.63,15.774,86.07,15759.592,68.1,28.195,-3.504,-11.978,60391.238,1.636,-7.724,-15.621,3339.781,18.24,34172.004,186.628,26.784,56.584,-10.604,-3.15,26.557,1010.723,5.52,4862.58,,0.0,0.0,0.0,8.106,8.052,15.41,4.35,1.303,36.294,2453.567,13.4,6645.487,19.677,11.004,6.404,3.644,143.195,9129.468,49.86,26219.238,73.216,43.416,17.97,20.878,-0.11,-0.437,61.299,4317.546,23.58,11224.062,34.626,18.586,-5.637,-6.455,108.047,878.89,4.8,19783.594,,0.0,0.0,0.0,7.048,32.759,37.536,11.76,0.0,-2.1,-0.805,2153.28,0.0,6872.92,17.269,0.0,11.381,12469.248,329.823,11.898,4.081,81.895,4811.921,26.28,14995.175,38.59,24.83,20.149,0.003,0.021,1.831,0.01,3.845,0.015,0.006,43.102,0.891,2.999,203.243,1.11,549.203,1.63,0.909;;;;;;;;;;;;,developed
Finland,2015.0,100.0,100.0,,43.23,14.58,23.25,30.53,78.67174,60022.977,5.5,42819.99969,28.137722,0.543659212,42784.69836,18.0,338145.0,61.92411,25.748151,FIN,5479457.0,202706714624.0,-0.05,-0.002,920.225,5.042,2084.148,11.42,16.645,1.533,181.898,-14.646,-7.62,8103.905,44.405,934.399,5.12,,0.0,0.0,0.0,7.462,13.501,84.95,15503.361,68.61,29.234,-0.282,-0.93,60022.977,1.623,-5.763,-10.755,2706.473,14.83,32096.895,175.874,21.615,53.474,-13.85,-3.678,22.879,948.999,5.2,4175.343,,0.0,0.0,0.0,7.579,6.956,12.48,25.167,8.864,45.158,3060.522,16.77,8241.263,24.443,13.73,7.138,9.825,153.02,9814.841,53.78,27926.086,78.385,46.526,16.34,19.235,-1.421,-1.231,60.069,4243.121,23.25,10962.568,33.887,18.264,0.503,0.543,108.59,823.074,4.51,19817.645,,0.0,0.0,0.0,6.573,33.017,36.453,11.42,0.0,-2.885,-1.083,2084.148,0.0,6652.651,16.645,0.0,11.084,12521.313,328.893,13.583,11.056,92.951,5571.72,30.53,16963.518,44.498,28.262,45.911,0.009,0.03,1.825,0.01,5.559,0.015,0.009,110.208,3.268,6.268,425.225,2.33,1143.82,3.396,1.906;;;;;;;;;;;;,developed
Finland,2016.0,100.0,100.0,,42.4,14.87,23.2,30.41,78.28563,60795.297,5.55,45700.00076,26.58672,2.811457767,43784.28396,18.0,338145.0,61.92411,25.748151,FIN,5495217.0,208405725184.0,-63.686,-3.211,333.209,1.831,2096.369,11.52,16.756,0.548,199.418,14.674,6.516,9266.442,50.921,1268.376,6.97,,0.0,0.0,0.0,10.138,15.242,87.7,15959.333,68.75,28.558,1.578,5.19,60795.297,1.603,5.358,9.423,2755.123,15.14,33719.621,185.297,22.022,55.464,-12.247,-2.802,20.077,680.592,3.74,3653.48,,0.0,0.0,0.0,5.44,6.009,13.71,-5.782,-2.863,42.295,2875.228,15.8,7696.667,22.982,12.66,-5.727,-4.233,148.787,9755.757,53.61,27075.676,77.978,44.536,18.95,21.608,-0.181,-0.463,59.606,4221.854,23.2,10846.812,33.745,17.842,5.257,5.709,114.299,806.156,4.43,20799.695,,0.0,0.0,0.0,6.444,34.213,36.783,11.52,0.0,0.905,0.33,2096.369,0.0,6693.619,16.756,0.0,11.01,12510.88,334.083,-9.351,-3.77,89.181,5533.903,30.41,16228.862,44.233,26.694,95.084,0.029,0.059,3.64,0.02,10.75,0.029,0.018,31.825,1.946,8.213,558.668,3.07,1494.62,4.465,2.458;;;;;;;;;;;;,developed
Finland,2017.0,100.0,100.0,,44.48,13.17,22.48,31.48,80.381355,59405.816,5.34,43020.00046,28.707514,3.19240963,46297.49635,18.0,338145.0,61.92411,25.748151,FIN,5508146.0,215058874368.0,120.431,2.205,732.773,4.036,2153.175,11.86,17.565,1.234,185.871,-8.396,-4.276,8468.467,46.646,1063.879,5.86,,,,,8.679,14.255,87.95,15967.26,67.52,28.892,-2.056,-6.867,59405.816,1.522,-5.172,-9.584,2463.624,13.57,31900.504,175.713,20.098,53.699,-8.729,-1.753,18.324,599.113,3.3,3326.74,,,,,4.887,5.6,12.55,-6.505,-2.984,39.311,2681.483,14.77,7136.914,21.875,12.014,4.588,2.717,151.503,9794.584,53.95,27505.312,79.902,46.301,20.43,23.229,-3.129,-2.205,57.401,4081.228,22.48,10421.1,33.294,17.542,-3.111,-3.556,110.743,800.632,4.41,20105.297,,,,,6.531,33.844,37.864,11.86,0.0,2.94,1.082,2153.175,0.0,6874.264,17.565,0.0,11.572,12258.207,327.216,10.141,4.921,94.102,5713.356,31.47,17084.213,46.608,28.758,119.854,0.07,0.129,9.077,0.05,23.439,0.074,0.039,56.295,4.548,12.761,869.621,4.79,2316.823,7.094,3.9;;;;;;;;;;;;,developed
Finland,2018.0,100.0,100.0,,44.17,15.05,22.79,32.14,78.49385,60528.164,5.37,44580.00183,28.641554,1.141947509,49964.49991,18.0,338145.0,61.92411,25.748151,FIN,5515465.0,217509953536.0,-4.82,-0.195,696.526,3.842,2340.691,12.91,18.382,1.151,192.937,4.793,2.236,8862.604,48.881,1049.776,5.79,,,,,8.244,14.642,90.17,16348.576,70.23,29.408,2.025,6.625,60528.164,1.535,2.464,4.33,2774.018,15.3,32643.189,180.042,21.786,53.931,14.672,2.689,21.013,761.495,4.2,3809.792,,,,,5.98,6.294,13.55,-9.954,-4.12,35.191,2411.401,13.3,6380.439,18.938,10.541,1.354,2.295,153.799,9959.27,54.93,27884.975,78.214,46.069,19.94,22.114,1.406,0.467,57.868,4132.018,22.79,10491.868,32.451,17.334,-0.537,-0.595,110.148,962.747,5.31,19970.795,,,,,7.561,32.994,41.212,12.91,0.0,8.841,3.348,2340.691,0.0,7472.094,18.382,0.0,12.345,12733.287,333.841,1.321,1.829,95.931,5827.251,32.14,17393.105,45.764,28.736,85.981,0.11,0.239,16.318,0.09,43.28,0.128,0.072,21.761,2.686,15.448,1058.841,5.84,2800.765,8.316,4.627;;;;;;;;;;;;,developed
Finland,2019.0,100.0,100.0,,45.76,12.63,23.87,31.88,81.52969,59219.418,5.19,40709.99908,29.214561,1.220754143,48628.64176,18.0,338145.0,61.92411,25.748151,FIN,5521539.0,220173893632.0,15.877,0.61,806.227,4.452,2406.938,13.29,19.37,1.361,171.112,-16.027,-7.834,7433.968,41.047,789.635,4.36,,,,,6.355,12.553,88.65,16055.306,68.61,29.712,-2.055,-6.859,59219.324,1.485,-5.182,-9.331,2329.061,12.86,30917.422,170.712,18.744,52.208,-3.21,-0.674,20.338,697.269,3.85,3683.454,,,,,5.611,6.22,11.74,-6.621,-2.451,32.74,2249.373,12.42,5929.511,18.102,10.013,2.435,2.471,156.27,10096.823,55.75,28301.9,81.256,47.792,20.04,22.606,4.725,2.511,60.378,4323.07,23.87,10935.069,34.791,18.465,-0.746,-0.822,109.326,842.156,4.65,19799.998,,,,,6.777,33.435,42.431,13.29,0.0,2.958,1.219,2406.938,0.0,7684.626,19.37,0.0,12.977,12425.883,326.982,0.984,-0.039,95.892,5773.752,31.88,17366.83,46.466,29.326,63.128,0.149,0.388,27.166,0.15,70.264,0.219,0.119,3.187,0.434,15.881,1090.276,6.02,2876.202,8.774,4.857;;;;;;;;;;;;,developed
Finland,2020.0,100.0,100.0,,,9.82,23.29,35.93,85.77636,56636.78,,,33.16851,-2.800135891,48744.98813,18.0,338145.0,61.92411,25.748151,FIN,5529468.0,214988898304.0,-7.348,-0.327,745.913,4.124,2092.426,11.57,16.71,1.314,130.127,-23.432,-9.618,5683.89,31.429,441.272,2.44,,,,,3.524,10.011,84.34,15252.823,69.24,32.42,-3.986,-13.032,56777.602,1.46,-12.001,-20.487,1812.109,10.02,27168.043,150.225,14.471,47.85,1.867,0.38,20.718,721.588,3.99,3746.844,,,,,5.763,6.599,9.01,27.88,8.974,41.714,2871.886,15.88,7543.99,22.935,13.287,5.21,7.455,163.725,10709.892,59.22,29609.551,85.529,52.15,15.1,17.904,-2.426,-1.681,58.697,4211.979,23.29,10615.386,33.637,18.696,-10.289,-11.249,98.078,649.249,3.59,17737.309,,,,,5.185,31.24,36.933,11.57,0.0,-12.957,-5.498,2092.426,0.0,6679.364,16.71,0.0,11.764,12522.0,313.95,10.226,9.136,105.028,6497.913,35.93,18994.166,51.892,33.454,48.436,0.186,0.574,39.787,0.22,103.766,0.318,0.183,37.029,5.801,21.682,1493.815,8.26,3921.135,11.93,6.906;;;;;;;;;;;;,developed
France,2000.0,100.0,100.0,,9.32,50.61,415.16,67.83,90.51537,52966.594,4.36,373120.0,6.7445607,3.923669227,22364.02939,119.0,643801.0,46.227638,2.213749,FRA,58665456.0,2031676030976.0,19.585,0.598,62.223,3.65,42.274,2.48,0.466,0.117,79.766,-3.035,-5.357,2917.573,171.161,460.237,27.0,-31.412,-11.677,434.615,25.497,5.07,5.49,463.08,7893.572,532.56,24.022,1.296,39.893,53147.277,1.535,-0.135,-2.331,844.961,49.57,29494.467,1730.306,9.308,55.496,4.985,19.752,415.964,196.197,11.51,7090.433,-9.865,-2.129,331.612,19.454,2.161,13.341,42.48,-8.483,-18.188,196.235,1104.227,64.78,3344.978,12.164,6.294,3.281,42.224,1387.603,8232.954,482.99,23652.807,90.692,44.504,-69.48,-15.004,5.306,59.355,1178.028,7076.737,415.16,20080.443,77.956,37.783,-1.442,-16.726,1143.182,188.527,11.06,19486.461,-3.907,-0.877,367.644,21.568,2.077,36.665,9.532,2.99,0.51,4.662,0.425,50.967,8.693,162.479,0.561,0.096,0.306,9077.914,3117.909,-6.893,-17.131,209.574,1156.217,67.83,3572.364,12.737,6.722,14.86,0.002,0.015,0.17,0.01,0.263,0.002,0.0,29.925,0.033,0.142,0.852,0.05,2.419,0.009,0.005;;;;;;;;;;;;,developed
